id,cardMessageMasterId,cardTypeNo,cardTypeName,cardid,cardName,type,messageId,messageEventId,eventTypeId,eventType,title,selectType,result,result1,result2,result3,result4,result5,result6,result7,result8,result9,result10
329,329,2,スタミナ,40,マンハッタンカフェ(SRサポート),2,4,1,2,通常イベント,静けさを嗜む,リラックスタイムだったのか？,,スタミナ+5,スキルPt+15,マンハッタンカフェの絆ゲージ+5,,,,,,,
330,330,2,スタミナ,40,マンハッタンカフェ(SRサポート),2,4,2,2,通常イベント,静けさを嗜む,こんな暗い所にひとりでも、怖くないんだな,,『非根幹距離◯』のヒントLv+1,マンハッタンカフェの絆ゲージ+5,,,,,,,,
331,331,2,スタミナ,41,ゼンノロブロイ(SRサポート),2,1,1,1,連続イベント,読書少女と魔法少女？,読書で知識を深めよう,,スタミナ+5,賢さ+5,ゼンノロブロイの絆ゲージ+5,,,,,,,
332,332,2,スタミナ,41,ゼンノロブロイ(SRサポート),2,1,2,1,連続イベント,読書少女と魔法少女？,まずは筋力アップから！,,体力+20,パワー+10,ゼンノロブロイの絆ゲージ+5,連続イベントが終了,,,,,,
333,333,2,スタミナ,41,ゼンノロブロイ(SRサポート),2,2,1,1,連続イベント,いつか、『物語』の主役に,選択肢なし,,スタミナ+10,賢さ+10,『鋭い眼光』のヒントLv+1,,,,,,,
334,334,2,スタミナ,41,ゼンノロブロイ(SRサポート),2,3,1,2,通常イベント,読書家あるある,ラストのカーチェイスが凄かった,,スピード+5,賢さ+5,ゼンノロブロイの絆ゲージ+5,,,,,,,
335,335,2,スタミナ,41,ゼンノロブロイ(SRサポート),2,3,2,2,通常イベント,読書家あるある,映像が綺麗だったよね,,体力+10,パワー+5,ゼンノロブロイの絆ゲージ+5,,,,,,,
336,336,2,スタミナ,41,ゼンノロブロイ(SRサポート),2,4,1,2,通常イベント,託された物語,図書委員に確認するのがいいかもね,,スタミナ+10,賢さ+10,ゼンノロブロイの絆ゲージ+5,,,,,,,
337,337,2,スタミナ,41,ゼンノロブロイ(SRサポート),2,4,2,2,通常イベント,託された物語,その本、どんなストーリー？,,『中距離直線◯』のヒントLv+1,ゼンノロブロイの絆ゲージ+5,,,,,,,,
338,338,2,スタミナ,42,トーセンジョーダン(SRサポート),2,1,1,1,連続イベント,ターフにネイリスト,革新的だ！,成功時：,スキルpt+40,トーセンジョーダンの絆ゲージ+5,,,,,,,,
339,339,2,スタミナ,42,トーセンジョーダン(SRサポート),2,1,2,1,連続イベント,ターフにネイリスト,革新的だ！,失敗時：,やる気ダウン,スキルPt+10,,,,,,,,
340,340,2,スタミナ,42,トーセンジョーダン(SRサポート),2,1,3,1,連続イベント,ターフにネイリスト,やめた方が……,,スタミナ+10,トーセンジョーダンの絆ゲージ+5,,,,,,,,
341,341,2,スタミナ,42,トーセンジョーダン(SRサポート),2,2,1,1,連続イベント,下地あってのネイルっしょ,オシャレな上にお得ってことだね,成功時：,体力+10,『ペースアップ』のヒントLv+3,トーセンジョーダンの絆ゲージ+5,,,,,,,
342,342,2,スタミナ,42,トーセンジョーダン(SRサポート),2,2,2,1,連続イベント,下地あってのネイルっしょ,オシャレな上にお得ってことだね,失敗時：,『ペースアップ』のヒントLv+1,,,,,,,,,
343,343,2,スタミナ,42,トーセンジョーダン(SRサポート),2,2,3,1,連続イベント,下地あってのネイルっしょ,勝負に真剣なのはカッコいいと思う,,体力-5,スタミナ+20,トーセンジョーダンの絆ゲージ+5,,,,,,,
344,344,2,スタミナ,42,トーセンジョーダン(SRサポート),2,3,1,2,通常イベント,スマホって時間泥棒じゃん？,まずは1本タイムを計ってみる,,やる気アップ,スピード+5,トーセンジョーダンの絆ゲージ+5,,,,,,,
345,345,2,スタミナ,42,トーセンジョーダン(SRサポート),2,3,2,2,通常イベント,スマホって時間泥棒じゃん？,いつもと違う場所でジョギング,,スタミナ+10,トーセンジョーダンの絆ゲージ+5,,,,,,,,
346,346,2,スタミナ,42,トーセンジョーダン(SRサポート),2,4,1,2,通常イベント,レビューって半分賭けじゃん？,走らない日だけつけるとか,,体力+10,やる気アップ,トーセンジョーダンの絆ゲージ+5,,,,,,,
347,347,2,スタミナ,42,トーセンジョーダン(SRサポート),2,4,2,2,通常イベント,レビューって半分賭けじゃん？,別の活用法を探す,,『ラッキーセブン』のヒントLv+1,トーセンジョーダンの絆ゲージ+5,,,,,,,,
348,348,3,パワー,43,ウオッカ(SSRサポート),3,1,1,1,連続イベント,従うのは、自分の心,選択肢なし,,パワー+5,スキルPt+15,,,,,,,,
349,349,3,パワー,43,ウオッカ(SSRサポート),3,2,1,1,連続イベント,夕日に誓った煌めき,選択肢なし,,パワー+5,スキルPt+15,,,,,,,,
350,350,3,パワー,43,ウオッカ(SSRサポート),3,3,1,1,連続イベント,記録に残せよ？,選択肢なし,,パワー+5,スキルPt+30,『好転一息』のヒントLv+1,,,,,,,
351,351,3,パワー,43,ウオッカ(SSRサポート),3,4,1,2,通常イベント,憧れのセリフ,見た目をワイルドにしてみたら？,,パワー+10,ウオッカの絆ゲージ+5,,,,,,,,
352,352,3,パワー,43,ウオッカ(SSRサポート),3,4,2,2,通常イベント,憧れのセリフ,ワイルドなポーズをとってみたら？,,パワー+5,スキルPt+15,ウオッカの絆ゲージ+5,,,,,,,
353,353,3,パワー,43,ウオッカ(SSRサポート),3,5,1,2,通常イベント,大通りの強敵,脇道を使う,,『垂れウマ回避』のヒントLv+1,ウオッカの絆ゲージ+5,,,,,,,,
354,354,3,パワー,43,ウオッカ(SSRサポート),3,5,2,2,通常イベント,大通りの強敵,全力疾走で向かう,,パワー+5,スキルPt+15,ウオッカの絆ゲージ+5,,,,,,,
355,355,3,パワー,44,エルコンドルパサー(SSRサポート),3,1,1,1,連続イベント,世界級の……！？,選択肢なし,,パワー+5,根性+5,,,,,,,,
356,356,3,パワー,44,エルコンドルパサー(SSRサポート),3,2,1,1,連続イベント,ダシが重要！！,ああ、持ち味だ！,,体力+30,エルコンドルパサーの絆ゲージ+5,,,,,,,,
357,357,3,パワー,44,エルコンドルパサー(SSRサポート),3,2,2,1,連続イベント,ダシが重要！！,いや、調理法だ！,,『スタミナキープ』のヒントLv+1,エルコンドルパサーの絆ゲージ+5,連続イベントが終了,,,,,,,
358,358,3,パワー,44,エルコンドルパサー(SSRサポート),3,3,1,1,連続イベント,ルチャドーラ・エル！！,選択肢なし,,パワー+10,『キラーチューン』のヒントLv+1,,,,,,,,
359,359,3,パワー,44,エルコンドルパサー(SSRサポート),3,4,1,1,連続イベント,シークレット・ノート,エル流パワートレメニュー,,パワー+10,エルコンドルパサーの絆ゲージ+5,,,,,,,,
360,360,3,パワー,44,エルコンドルパサー(SSRサポート),3,4,2,2,通常イベント,シークレット・ノート,晴れたレースで走るコツ,,『晴れの日◯』のヒントLv+1,エルコンドルパサーの絆ゲージ+5,,,,,,,,
361,361,3,パワー,44,エルコンドルパサー(SSRサポート),3,5,1,2,通常イベント,メラメラ・ファイアー！,スタミナ定食を食べるのは？,,スタミナ+10,エルコンドルパサーの絆ゲージ+5,,,,,,,,
362,362,3,パワー,44,エルコンドルパサー(SSRサポート),3,5,2,2,通常イベント,メラメラ・ファイアー！,タイヤ引きで全力ダッシュは？,,体力-10,パワー+20,エルコンドルパサーの絆ゲージ+5,,,,,,,
363,363,3,パワー,45,スマートファルコン(SSRサポート),3,1,1,1,連続イベント,常に心にステージを☆,勉強も手を抜かないで,,賢さ+10,スマートファルコンの絆ゲージ+5,,,,,,,,
364,364,3,パワー,45,スマートファルコン(SSRサポート),3,1,2,1,連続イベント,常に心にステージを☆,夢に向かって頑張れ！,,体力+25,『集中力』のヒントLv+1,スマートファルコンの絆ゲージ+5,連続イベントが終了,,,,,,
365,365,3,パワー,45,スマートファルコン(SSRサポート),3,2,1,1,連続イベント,いつでもどこでも輝くよ☆,選択肢なし,,スピード+5,パワー+5,,,,,,,,
366,366,3,パワー,45,スマートファルコン(SSRサポート),3,3,1,1,連続イベント,これが私のウマドル道☆,選択肢なし,,体力最大値+4,スタミナ+5,パワー+5,賢さ+5,『ポジションセンス』のヒントLv+1,,,,,
367,367,3,パワー,45,スマートファルコン(SSRサポート),3,3,2,1,連続イベント,これが私のウマドル道☆,選択肢なし,,体力最大値+4,スタミナ+5,パワー+5,賢さ+5,『注目の踊り子』のヒントLv+3,,,,,
368,368,3,パワー,45,スマートファルコン(SSRサポート),3,4,1,2,通常イベント,かわいかったら見に来てね☆,逃げる,,体力-10,パワー+10,『押し切り準備』のヒントLv+1,スマートファルコンの絆ゲージ+5,,,,,,
369,369,3,パワー,45,スマートファルコン(SSRサポート),3,4,2,2,通常イベント,かわいかったら見に来てね☆,ダウンロードしてみる,,体力+10,賢さ+5,スマートファルコンの絆ゲージ+5,,,,,,,
370,370,3,パワー,45,スマートファルコン(SSRサポート),3,5,1,2,通常イベント,ライブはコーレスが命☆,ファ・ル・子～～～っ！,,スタミナ+5,根性+10,スマートファルコンの絆ゲージ+5,,,,,,,
371,371,3,パワー,45,スマートファルコン(SSRサポート),3,5,2,2,通常イベント,ライブはコーレスが命☆,ちょっと恥ずかしい……,,賢さ+15,スマートファルコンの絆ゲージ+5,,,,,,,,
372,372,3,パワー,46,オグリキャップ(SSRサポート),3,1,1,1,連続イベント,ぬいぐるみか……,選択肢なし,,体力最大値+4,パワー+5,,,,,,,,
373,373,3,パワー,46,オグリキャップ(SSRサポート),3,2,1,1,連続イベント,本当に応えるべきは……,その時は大人を頼って,,パワー+5,スキルPt+10,『スタミナキープ』のヒントLv+1,オグリキャップの絆ゲージ+5,,,,,,
374,374,3,パワー,46,オグリキャップ(SSRサポート),3,2,2,1,連続イベント,本当に応えるべきは……,魔法の言葉を教えよう,,スタミナ+5,スキルPt+10,『外差し準備』のヒントLv+1,オグリキャップの絆ゲージ+5,,,,,,
375,375,3,パワー,46,オグリキャップ(SSRサポート),3,3,1,1,連続イベント,私が語りたいことは……,今の君なら大丈夫,,パワー+15,根性+10,スキルPt+15,『豪脚』のヒントLv+3,オグリキャップの絆ゲージ+5,,,,,
376,376,3,パワー,46,オグリキャップ(SSRサポート),3,3,2,1,連続イベント,私が語りたいことは……,今の君なら大丈夫,,パワー+10,根性+5,スキルPt+10,『豪脚』のヒントLv+1,オグリキャップの絆ゲージ+5,,,,,
377,377,3,パワー,46,オグリキャップ(SSRサポート),3,3,3,1,連続イベント,私が語りたいことは……,君はどうしたい？,,体力+30,,,,,,,,,
378,378,3,パワー,46,オグリキャップ(SSRサポート),3,4,1,2,通常イベント,人混みは大変だ……,流れに負けないよう踏ん張って進もう,,パワー+5,スキルPt+15,,,,,,,,
379,379,3,パワー,46,オグリキャップ(SSRサポート),3,4,2,2,通常イベント,人混みは大変だ……,流れを見極めて進もう,,『中山レース場◯』のヒントLv+1,,,,,,,,,
380,380,3,パワー,46,オグリキャップ(SSRサポート),3,5,1,2,通常イベント,何と答えれば……,トレーニングを実践してみせたら？,,体力+5,パワー+5,,,,,,,,
381,381,3,パワー,46,オグリキャップ(SSRサポート),3,5,2,2,通常イベント,何と答えれば……,苦手なら少しずつ克服してみよう,,体力-10,根性+15,,,,,,,,
382,382,3,パワー,47,ウイニングチケット(ストーリー報酬),3,1,1,1,連続イベント,密着！情熱ダービー特集ッ,選択肢なし,,スタミナ+5,パワー+5,,,,,,,,
383,383,3,パワー,47,ウイニングチケット(ストーリー報酬),3,2,1,1,連続イベント,特訓！ライバルだからッ,選択肢なし,,体力-10,スタミナ+5,パワー+5,,,,,,,
384,384,3,パワー,47,ウイニングチケット(ストーリー報酬),3,3,1,1,連続イベント,挑戦！夢は叶えるものッ,選択肢なし,,体力-30,スタミナ+5,パワー+5,『全身全霊』のヒントLv+2,,,,,,
385,385,3,パワー,47,ウイニングチケット(ストーリー報酬),3,4,1,2,通常イベント,全・力・競・走！！,手すりショートカットだ！,,『差しコーナー◯』のヒントLv+1,ウイニングチケットの絆ゲージ+5,,,,,,,,
386,386,3,パワー,47,ウイニングチケット(ストーリー報酬),3,4,2,2,通常イベント,全・力・競・走！！,相手の動きを予想してみるとか,,スキルPt+30,ウイニングチケットの絆ゲージ+5,,,,,,,,
387,387,3,パワー,47,ウイニングチケット(ストーリー報酬),3,5,1,2,通常イベント,全・力・筋・肉！！,わかる！とことんやりたい,,スタミナ+5,スキルPt+15,ウイニングチケットの絆ゲージ+5,,,,,,,
388,388,3,パワー,47,ウイニングチケット(ストーリー報酬),3,5,2,2,通常イベント,全・力・筋・肉！！,スポーツドリンクを渡す,,やる気アップ,スキルPt+15,ウイニングチケットの絆ゲージ+5,,,,,,,
389,389,3,パワー,48,ヤエノムテキ(SSRサポート),3,1,1,1,連続イベント,電脳奥義炸裂！ヤエノ出稽古修行,選択肢なし,,スピード+5,パワー+5,スキルPt+10,,,,,,,
390,390,3,パワー,48,ヤエノムテキ(SSRサポート),3,2,1,1,連続イベント,理の食VS暴の食,存分に食らい尽くせいッ！,,体力+10,スキルPt+10,ヤエノムテキの絆ゲージ+5,,,,,,,
391,391,3,パワー,48,ヤエノムテキ(SSRサポート),3,2,2,1,連続イベント,理の食VS暴の食,それぞれに合った量の方が……,,体力+10,賢さ+10,スキルPt+10,『遊びはおしまいっ！』のヒントLv+3,※次イベントが発生しなくなる,,,,,
392,392,3,パワー,48,ヤエノムテキ(SSRサポート),3,3,1,1,連続イベント,ヤエノムテキ恋歌地獄変,選択肢なし,,体力−10,スピード+5,スタミナ+0~5,パワー+0~10,『アガッてきた！』のヒントLv+1もしくはヒントLv+3,,,,,
393,393,3,パワー,48,ヤエノムテキ(SSRサポート),3,4,1,2,通常イベント,剛毅朴訥、仁に近し,拳のスピードアップに集中するのは？,,スピード+10,,,,,,,,,
394,394,3,パワー,48,ヤエノムテキ(SSRサポート),3,4,2,2,通常イベント,剛毅朴訥、仁に近し,拳のパワーアップに集中するのは？,,やる気アップ,パワー+5,,,,,,,,
395,395,3,パワー,48,ヤエノムテキ(SSRサポート),3,5,1,2,通常イベント,嗚呼、守りたい……！,厳しい修行中みたいな顔をしてた,,スタミナ+10,パワー+10,,,,,,,,
396,396,3,パワー,48,ヤエノムテキ(SSRサポート),3,5,2,2,通常イベント,嗚呼、守りたい……！,面白い一面もあるんだな,,『中距離コーナー◯』のヒントLv+1,,,,,,,,,
